target,predictor,N,linear_intercept_a,linear_slope_b,linear_slope_b_boot_mean,linear_slope_b_CI95_lo,linear_slope_b_CI95_hi,linear_R2,linear_AIC,linear_BIC,linear_plus_eps_CP_R2,linear_plus_eps_CP_AIC,linear_plus_eps_CP_BIC,multi_R2,multi_AIC,multi_BIC,poly_R2,poly_AIC,poly_BIC,loglog_intercept_a,loglog_slope_b,loglog_slope_b_boot_mean,loglog_slope_b_CI95_lo,loglog_slope_b_CI95_hi,loglog_R2,loglog_AIC,loglog_BIC,residual_mean,residual_std
rho_star_hat,X_hat_inv,20,0.00043775444028406056,2.017650084471924e-05,2.0281370003659653e-05,1.8203412039976515e-05,2.2841990322066333e-05,0.9492774179193275,-359.6092822278004,-359.6092822278004,0.9492774179193275,-357.6092822278004,-354.6135499542464,0.9849309537870182,-379.8838521712823,-373.8923876241743,0.9319589075936141,283.45781690194684,289.4492814490548,-9.383109513903443,0.7269821550709387,0.7298549285388154,0.6521087401167363,0.8250959606732993,0.9471101321225479,-99.11806974120385,-99.11806974120385,4.0588134344359463e-07,1.4866392989286818e-05
rho_bh_hat,X_hat,20,-8.252677209112287e-06,0.0008779775399054674,0.0008779948117836359,0.0008080726116049915,0.0009569003218503882,0.9730857273675094,-541.670703811857,-541.670703811857,0.9730857273675094,-539.6707038118572,-536.6749715383031,0.9965496777985787,-578.7544859845375,-572.7630214374295,0.9428239356138353,,,-3.4912149753685675,2.0700472829501724,2.066030735065763,1.8930401116054816,2.2403757945012455,0.9781070149714856,-75.5460621308793,-75.5460621308793,5.696767105457241e-09,1.0291830894994983e-07
